Provider CCN,Hospital Name,State Code,Region,Region Numeric,Rural Versus Urban,RvU Numeric,CCN Facility Type,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Inpatient Revenue,Outpatient Revenue,Net Income,Net Revenue from Medicaid,Medicaid Charges
100204,NORTH FLORIDA REGIONAL MED CTR,FL,SE,1,U,1,STH,23471056,35110054,27498088,47658181,3194157942,1959495349,5153653291,3194158013,1959495458,131679570,23213814,586058176
100223,FORT WALTON BEACH MEDICAL CTR,FL,SE,1,U,1,STH,21465311,33125006,24415611,38798724,1850809576,1395901635,3246711211,1850809632,1395901731,89530808,13875508,375205114
100224,UNIVERSITY HOSPITAL,FL,SE,1,U,1,STH,10257983,15731605,12104271,18298825,712039108,450819356,1162858464,712039108,450819356,20614450,5237017,132232552
100228,WESTSIDE REGIONAL MEDICAL CENTER,FL,SE,1,U,1,STH,12309295,23132701,14869232,21018414,1564040722,737008855,2301049577,1564040722,737008855,78665898,7817329,180340058
100238,NORTHSIDE HOSPITAL,FL,SE,1,U,1,STH,15755197,19318966,17837992,26246945,1291742049,629168358,1920910407,1291694604,629215811,14294826,7969655,197779301
100243,BRANDON REGIONAL HOSPITAL,FL,SE,1,U,1,STH,30161042,46652353,34418691,58637200,2349173720,1875234012,4224407732,2349042590,1875365145,166163145,33376268,776086329
100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,FL,SE,1,R,2,STH,3623557,15819607,5238039,9902363,480567306,337540403,818107709,480528485,337579222,1805477,4273757,93647201
130065,MOUNTAIN VIEW HOSPITAL,ID,W,5,U,1,STH,155740,2622542,1193770,1248388,69654077,496041099,565695176,69348078,521194763,44993787,22356078,61436297
140067,SAINT FRANCIS MEDICAL CENTER,IL,MW,4,R,2,STH,11026207,36089190,25383202,25383202,2592864877,2007262192,4600127069,2607847781,2076804932,348021323,197751283,1092743376
140125,GATEWAY REGIONAL,IL,MW,4,U,1,STH,1571441,22544209,3875001,3875001,410362999,443948277,854311276,410362908,452587744,1194983,17552728,301182180
150006,LAPORTE HOSPITAL,IN,MW,4,U,1,STH,1391153,9372942,3218857,3218857,227074221,337571318,564645539,228303183,336342354,10414819,22686238,114223356
150100,ASCENSION ST. VINCENT EVANSVILLE,IN,MW,4,U,1,STH,11579449,13008635,20238446,43682025,801659771,1341055569,2142715340,812620888,1347721629,85862568,42690072,322119212
150133,KOSCIUSKO COMMUNITY HOSPITAL,IN,MW,4,R,2,STH,877788,6835867,1672041,1672041,199300523,441759086,641059609,199300523,441759085,28318143,10366400,76749429
150146,COMMUNITY HOSPITAL OF NOBLE CTY  INC,IN,MW,4,R,2,STH,733901,9033598,3915901,6052516,45487732,166024834,211512566,45975144,169242806,6700698,1896293,17089187
160008,KEOKUK  AREA HOSPITAL,IA,MW,4,R,2,STH,25677,1086610,572189,2549987,4008090,29970707,33978797,3628224,30371679,-7748134,1521004,6893183
160029,MERCY HOSPITAL IOWA CITY,IA,MW,4,U,1,STH,609632,5176950,2736556,6744886,200652493,338656306,539308799,200662493,338646306,-860246,11017289,61014520
160064,MERCYONE NORTH IOWA MEDICAL CENTER,IA,MW,4,R,2,STH,1781764,7742224,4566729,6870817,395967036,539305308,935272344,437260548,647134355,27785780,32420279,128594955
160067,MERCYONE WATERLOO MEDICAL CENTER,IA,MW,4,U,1,STH,1796529,6111544,5673997,12549350,169674344,723783038,893457382,169674344,723783038,10401567,24601200,124969441
160069,MERCYONE DUBUQUE MEDICAL CENTER,IA,MW,4,U,1,STH,898820,3004275,2029539,3195656,224651888,193940086,418591974,229792588,199428332,8769111,8295108,33931632
160082,IOWA METHODIST MEDICAL CENTER,IA,MW,4,U,1,STH,2365619,20951488,9093532,11238155,1684293351,1125945018,2810238369,1714739190,1228681540,213954366,85216905,472005534
160104,TRINITY BETTENDORF,IA,MW,4,U,1,STH,388025,4112808,2055974,3183655,124530479,151812752,276343231,126677010,169696037,9807185,11084801,49719625
170086,STORMONT-VAIL REGIONAL HEALTH CENTER,KS,MW,4,U,1,STH,10534220,31536142,18045175,18161039,977121431,902908470,1880029901,979701153,1174746089,-19026988,37705240,185334435
170103,NEWTON MEDICAL CENTER,KS,MW,4,U,1,STH,461511,4541424,2279818,4268719,64961651,125947004,190908655,64341468,152363891,4632439,3738705,18303263
170120,LABETTE COUNTY MEDICAL CENTER,KS,MW,4,R,2,STH,397352,8750275,3138161,6729260,49198768,157214342,206413110,50154182,173977271,2855645,3208341,24198231
170142,MERCY REGIONAL HEALTH CENTER,KS,MW,4,R,2,STH,3812768,6434386,6874286,6874286,125471851,194730521,320202372,123573204,201349761,8982445,8681514,27998939
180046,BOURBON COMMUNITY HOSPITAL,KY,SE,1,U,1,STH,74424,1405895,333047,339243,57416425,77166382,134582807,57416426,80794434,1939186,12071170,56417172
180095,CRITTENDEN COMMUNITY HOSPITAL LLC,KY,SE,1,R,2,STH,2154,122885,65879,817197,8075554,34048716,42124270,8173373,36763275,2573978,1286394,7343958
180101,GEORGETOWN COMMUNITY HOSPITAL,KY,SE,1,U,1,STH,195904,5757718,948486,948486,94157816,318307722,412465538,94621867,345618128,18253874,14189044,105303042
180116,JACKSON PURCHASE MEDICAL CENTER,KY,SE,1,R,2,STH,124855,4964914,886981,941224,185800074,249657891,435457965,185800073,283077419,7894453,18406592,115642709
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,KY,SE,1,U,1,STH,11454561,20954239,15607870,15607870,1352623501,1417974753,2770598254,1353786263,1421668978,34575606,122927446,711481402
190002,LAFAYETTE GENERAL MEDICAL CENTER,LA,SE,1,U,1,STH,84971,42386079,7722415,7763626,1302523941,1084711113,2387235054,1302693740,1085896892,47383635,114531146,420665765
190008,TERREBONNE GENERAL MEDICAL CENTER,LA,SE,1,R,2,STH,501989,6365439,2814012,2814012,253318207,361969240,615287447,253318207,408102245,19986631,14493964,73530526
190013,WEST CALCASIEU-CAMERON HOSPITAL,LA,SE,1,U,1,STH,18032,10931219,3742073,9789637,50106028,128769359,178875387,50106028,136628041,-5991805,6460608,36776518
220090,MILFORD REGIONAL MEDICAL CENTER  INC,MA,NE,3,U,1,STH,1786412,11542154,6498748,14714191,166656185,379415642,546071827,167273013,378739718,11466688,17513522,68614109
230024,SINAI-GRACE HOSPITAL,MI,MW,4,R,2,STH,316836,15532915,3963951,3963951,904170634,667032915,1571203549,904170635,667262381,34707000,82336314,673312166
230037,HILLSDALE HOSPITAL,MI,MW,4,R,2,STH,37,3284899,1431693,5828747,33199855,84519879,117719734,35489150,95371192,-577858,5942695,25688949
230080,MCLAREN CENTRAL MICHIGAN,MI,MW,4,R,2,STH,109107,5601500,2037042,4772080,54312099,173837467,228149566,55254214,199136394,-7427327,5283513,39248256
230208,CARSON CITY HOSPITAL,MI,MW,4,U,1,STH,695643,857691,1230648,4493517,11186061,82425376,93611437,11910957,96060589,-5360326,1829461,14092018
230216,MCLAREN PORT HURON,MI,MW,4,U,1,STH,123990,12927518,4340077,5621301,277688841,345175490,622864331,281396996,374673867,13253808,18289864,102057687
230230,EDWARD W. SPARROW HOSPITAL,MI,MW,4,U,1,STH,9772515,18388506,19292737,46473678,1529122819,1421180447,2950303266,1603706812,1600113995,65247604,58201342,508395925
230241,ASCENSION RIVER DISTRICT HOSPITAL,MI,MW,4,U,1,STH,290324,1761536,1148751,3607672,17225430,44296117,61521547,18661173,53802921,-7413858,4248165,13179575
250038,MADISON RIVER OAKS MEDICAL CENTER,MS,SE,1,U,1,STH,1919065,9255189,3146330,3146330,57466850,188976512,246443362,57461850,188981512,-2703924,5879013,69032398
250042,NORTHWEST MS REG. MED. CENTER,MS,SE,1,R,2,STH,2376962,58544,2397453,7433354,47840013,122422015,170262028,47840013,122757910,-4364205,2456601,46342412
260023,MERCY HOSPITAL JEFFERSON,MO,MW,4,U,1,STH,9892457,13612076,17115713,17116530,318326929,461293776,779620705,338445196,454367211,6926692,16051870,82815373
260024,TEXAS COUNTY MEMORIAL HOSPITAL,MO,MW,4,R,2,STH,68075,6879462,3081442,4185345,14167893,51389737,65557630,15115647,62899418,-1882560,3296030,10007536
260025,HANNIBAL REGIONAL HOSPITAL,MO,MW,4,R,2,STH,1787509,10345576,5560880,11082327,166537069,254890334,421427403,170974453,303353350,185332,7449053,44940958
260050,MOSAIC MEDICAL CENTER - MARYVILLE,MO,MW,4,R,2,STH,3572220,2495084,6141937,8436905,25052608,93460950,118513558,24998780,111663096,-20058666,2770392,9952389
260052,MERCY HOSPITAL - WASHINGTON,MO,MW,4,U,1,STH,7851161,12674032,14343643,14343643,208621603,626564932,835186535,225751224,647786261,29754714,10419358,57218819
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,MO,MW,4,R,2,STH,195137,5170583,2216128,2912275,25707580,45180134,70887714,25918328,48396780,-410037,5333845,15239528
260077,MERCY HOSPITAL SOUTH,MO,MW,4,U,1,STH,18901067,27938496,32445402,47842986,938469577,687029828,1625499405,968990382,732988827,-10496643,19569179,111640404
260078,OZARKS MEDICAL CENTER,MO,MW,4,R,2,STH,1519109,33288201,10264575,12007286,128561781,295167606,423729387,136327844,346020494,11753818,13810286,59964748
260096,NORTH KANSAS CITY HOSPITAL,MO,MW,4,U,1,STH,23153223,26507704,34001777,34001777,976691085,840185615,1816876700,1051012229,802170463,392662,15303866,120368902
260113,MISSOURI DELTA MEDICAL CENTER,MO,MW,4,R,2,STH,4857238,11896644,8412846,8412846,124209379,208259966,332469345,124209379,226756163,-5253035,22302038,59115038
260210,ST. ALEXIUS HOSPITAL,MO,MW,4,U,1,STH,1418464,12045476,5220414,5220414,73266739,74337837,147604576,76116696,74337837,-7281826,8666436,46867959
270014,ST PATRICK HOSPITAL,MT,W,5,U,1,STH,2912139,4332261,8080463,8080463,369856866,391882312,761739178,369805726,410062794,37871962,25306585,103084970
270023,COMMUNITY MEDICAL CENTER,MT,W,5,U,1,STH,678220,326608,1130513,1130513,175020604,236408993,411429597,174972047,237683187,45400011,15564587,86826864
280077,FREMONT HEALTH,NE,MW,4,R,2,STH,25186,370512,175882,2726725,129914345,252541613,382455958,129914345,248976556,16699882,7397864,32865581
280125,FAITH REGIONAL HEALTH SERVICES,NE,MW,4,R,2,STH,306995,16318132,5921240,9294715,182392906,228163226,410556132,175857372,232474476,8727645,6419308,32274678
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,NV,W,5,U,1,STH,4661021,43215220,10231584,30337529,2993146908,1238244971,4231391879,2993146908,1238244972,96588627,45364476,850633194
320009,LOVELACE MEDICAL CENTER- DOWNTOWN,NM,SW,2,U,1,STH,1629408,17624012,4526199,8154242,1330948922,678025577,2008974499,1330953924,716296234,12519529,44611139,383069550
330115,ONEIDA HEALTH,NY,NE,3,U,1,STH,48735,3667951,1468299,3382192,69987842,162871256,232859098,71685452,192673720,1817738,18339349,57413179
330245,ST. ELIZABETH MEDICAL CENTER,NY,NE,3,R,2,STH,94095,8637180,3036667,9746796,421823810,301076677,722900487,422565093,322705380,-3843993,24258249,123106769
351329,SANFORD HILLSBORO,ND,MW,4,R,2,CAH,172269,300066,838997,1179377,4870141,7929911,12800052,4870141,7929911,-1023430,488514,817789
360002,UH SAMARITAN MEDICAL CENTER,OH,MW,4,R,2,STH,424078,4516637,2666477,5523474,43257186,149170181,192427367,43257186,151276493,12527820,7286470,29202606
360075,UH REGIONAL HOSPITALS,OH,MW,4,U,1,STH,1827088,10545449,4742366,12732397,123253788,305849496,429103284,123253788,308451425,-4963840,15958773,106838943
360145,UH ELYRIA MEDICAL CENTER,OH,MW,4,U,1,STH,618341,25447779,5889100,13986030,354272718,610559490,964832208,354272999,615138574,8549504,24960347,169355144
360174,UPPER VALLEY MEDICAL CENTER,OH,MW,4,U,1,STH,1369313,18830096,5729630,13574233,232913683,398098236,631011919,232904867,398113943,39680381,14061972,113379995
360175,CLINTON MEMORIAL HOSPITAL,OH,MW,4,R,2,STH,514950,5346998,2350469,6989338,59586572,175870267,235456839,59802495,177660135,8161508,6432789,44020763
360192,UH GEAUGA MEDICAL CENTER,OH,MW,4,U,1,STH,1581466,9567321,4637032,12185539,276125492,503516975,779642467,276125492,512409049,13513220,12687171,96511114
370004,INTEGRIS MIAMI HOSPITAL,OK,SW,2,R,2,STH,2768821,4848000,4296456,5314666,41678921,105567888,147246809,42775501,106308665,-2347949,3285235,23898009
370016,BASS BAPTIST HEALTH CENTER,OK,SW,2,U,1,STH,3805692,8464609,6145272,6145272,165120712,285825956,450946668,165858107,288680602,-5264849,7146726,61125545
370028,INTEGRIS BAPTIST MEDICAL CENTER,OK,SW,2,U,1,STH,34365673,71689085,51116685,51116685,2671770707,1775298662,4447069369,2671155542,1813515425,-15742894,60230077,557587147
370078,OSU MEDICAL CENTER,OK,SW,2,R,2,STH,7266540,45667364,17903088,17903088,249080826,171311758,420392584,250580929,177564619,32323433,15545675,76654984
370093,OU MEDICAL CENTER,OK,SW,2,U,1,STH,95197571,68225872,106795829,106795829,4428524597,2819722053,7248246650,4438377670,2794107048,54810164,140262685,1845145186
370153,ELKVIEW GENERAL HOSPITAL,OK,SW,2,R,2,STH,20199,1714316,589865,589865,8541663,16593271,25134934,8723329,18283760,-274618,887369,2953319
370211,INTEGRIS CANADIAN VALLEY HOSPITAL,OK,SW,2,U,1,STH,3109941,12631718,5544393,5544393,153910481,237730396,391640877,153560221,238091061,8521733,5036241,49371021
371307,CIMARRON MEMORIAL HOSPITAL,OK,SW,2,R,2,CAH,46732,706200,702222,805966,1727931,1630676,3358607,1749310,1963515,-290657,90470,200598
420079,TRIDENT REGIONAL MEDICAL CENTER,SC,SE,1,U,1,STH,35267897,53103850,40667818,40667818,2505227419,2275719464,4780946883,2505245025,2019008885,88563746,57808781,560803435
450034,CHRISTUS HOSPITAL,TX,SW,2,U,1,STH,30036429,36672755,42467821,42709014,828947762,920707978,1749655740,827318068,922337671,30770433,24387890,189669891
450055,ROLLING PLAINS MEMORIAL HOSPITAL,TX,SW,2,R,2,STH,2477749,1071669,3087053,3143264,14430309,44876414,59306723,14596325,45399582,1272980,2648087,6013885
450080,TITUS REGIONAL MEDICAL CENTER,TX,SW,2,R,2,STH,1126046,11191056,4510013,4547616,67085920,131466415,198552335,69954354,164395410,-6037520,5996376,21081005
450235,GONZALES HEALTHCARE SYSTEMS,TX,SW,2,R,2,STH,3123730,3326685,5165416,5295220,8285087,38978176,47263263,28255960,40274195,3769688,4227983,7772025
450537,METHODIST RICHARDSON MEDICAL CENTER,TX,SW,2,U,1,STH,12668237,59952888,27811735,27898077,653896586,522762771,1176659357,627555415,576281635,57316147,11753577,77431754
450702,LONGVIEW REGIONAL MEDICAL CENTER,TX,SW,2,U,1,STH,5658791,49876408,10008973,10126136,1112926663,1136566957,2249493620,1112926663,1215743529,32290866,16347145,204568230
450713,SOUTH AUSTIN MEDICAL CENTER,TX,SW,2,U,1,STH,39625068,21947873,43602642,43617042,1890519700,1186950392,3077470092,1890519700,1186950392,86013817,21592961,238805439
451367,UT HEALTH EAST TEXAS PITTSBURG,TX,SW,2,R,2,CAH,2927367,6247090,4811507,4925647,17268259,79591194,96859453,17268259,80083000,1223105,1403364,10135839
451376,LAVACA MEDICAL CENTER,TX,SW,2,R,2,CAH,902320,755589,1484924,1628462,3676839,22158245,25835084,3680115,23848458,-1359941,554799,1046168
460009,U OF U HOSPITALS & CLINICS,UT,W,5,U,1,STH,36453664,63742943,73719489,73719489,1650808391,2693277990,4344086381,1593766702,2693277999,182129376,133401204,457844918
460017,BRIGHAM CITY COMMUNITY HOSPITAL,UT,W,5,R,2,STH,1116095,1520651,1533667,1561342,31770359,95012749,126783108,31770359,95023814,8863976,3664454,13765000
461300,DELTA COMMUNITY HOSPITAL,UT,W,5,R,2,CAH,346970,681726,730452,730452,3219117,14713255,17932372,3231594,15621860,1279722,1384045,2611490
500007,ISLAND HOSPITAL,WA,W,5,U,1,STH,136976,2260612,1278342,1728340,62445015,173045522,235490537,65367853,175588895,5288410,8162579,22693222
500014,PROV REGL MED CENTER EVERETT,WA,W,5,U,1,STH,10110975,13176001,23115464,45273741,1492040385,923398871,2415439256,1521601626,931285418,9880842,80497666,421521896
500019,PROVIDENCE CENTRALIA HOSPITAL,WA,W,5,R,2,STH,2565386,4729720,7412561,16198964,223216667,605275131,828491798,223216667,607890670,31081083,22543517,174096337
500037,TOPPENISH COMMUNITY HOSPITAL,WA,W,5,U,1,STH,40869,463894,183688,1363679,38079953,78304517,116384470,37917199,78466778,-2069561,3953346,25778839
500058,KADLEC REGIONAL MEDICAL CENTER,WA,W,5,U,1,STH,10256223,9154211,16853661,60249962,839615870,932155978,1771771848,860719162,1160618879,32272848,51505299,355947775
501308,COULEE MEDICAL CENTER,WA,W,5,R,2,CAH,33048,871393,693871,693871,16942469,32514617,49457086,17821541,35214763,2623938,10783730,14271360
501315,SKYLINE HOSPITAL,WA,W,5,R,2,CAH,130131,638141,623377,2446745,7793349,17493986,25287335,8321624,20581846,-782556,2201703,5801310
521333,BLACK RIVER MEMORIAL HOSPITAL,WI,MW,4,R,2,CAH,281202,3553826,7731891,9324131,15868028,84981879,100849907,18136938,98026257,7974865,4227345,12212036
10056,ST VINCENTS BIRMINGHAM,AL,SE,1,U,1,STH,14249535,17292968,19890666,19890666,910452671,1191200383,2101653054,936773789,1233430071,6923578,7178171,95372475
10113,MOBILE INFIRMARY MEDICAL CENTER,AL,SE,1,U,1,STH,955209,75090268,28743772,29984528,831264498,489868381,1321132879,811419186,444865007,-15806709,22159976,122374051
10131,CRESTWOOD MEDICAL CENTER,AL,SE,1,U,1,STH,4206437,60100266,8699797,8699797,1288590833,1407739164,2696329997,1288590833,1407739164,25823798,3754680,121618820
30007,VERDE VALLEY MEDICAL CENTER,AZ,SW,2,U,1,STH,346870,6427756,2373621,7774504,281460875,332315462,613776337,282415636,339172603,33269992,12878547,95300170
30043,CANYON VISTA MEDICAL CENTER,AZ,SW,2,R,2,STH,743511,6822875,2197921,2840791,173960417,274586647,448547064,173649459,273486667,985610,16710287,91606083
31301,BENSON HOSPITAL,AZ,SW,2,R,2,CAH,112600,550139,441236,962292,1679918,16992811,18672729,2216073,18336611,841336,1373693,4336440
50204,PALMDALE REGIONAL MEDICAL CENTER,CA,W,5,U,1,STH,2245672,18436652,4282324,8885455,850779119,772204316,1622983435,850779119,772204315,17694822,43575104,585167449
50353,PROVIDENCE LTTL CO MARY MC TORRANCE,CA,W,5,U,1,STH,7049998,9245009,12857940,28911315,1316248597,788576590,2104825187,1316248597,788259148,-31935167,46466104,399270581
60010,POUDRE VALLEY HOSPITAL,CO,W,5,U,1,STH,5784693,16477806,10755285,35796866,662417152,1135131831,1797548983,659524999,1162626613,159266439,36736453,272419214
60107,NATIONAL JEWISH HEALTH,CO,W,5,U,1,STH,1002,1926240,1013753,7545607,2033850,260661293,262695143,2033849,260661292,3785000,11276351,44978039
80007,BEEBE MEDICAL CENTER,DE,NE,3,U,1,STH,2435353,20941418,10485603,10485603,453611855,741846663,1195458518,468753384,729952188,30576791,35728834,115124544
100025,SACRED HEART HOSPITAL,FL,SE,1,R,2,STH,21823880,13588843,33732185,62165206,1147264604,1537884834,2685149438,1177221472,1826100785,-16296229,49352877,451427338
110035,KENNESTONE HOSPITAL,GA,SE,1,U,1,STH,73238307,106419574,98515099,119810908,3150794199,2002154647,5152948846,3180635967,1972706370,320569278,41013466,444991194
110040,NORTHRIDGE MEDICAL CENTER,GA,SE,1,R,2,STH,29676,4069205,1863573,1906306,14959518,26918151,41877669,15423137,26454532,-4879885,7857771,3579385
110086,WASHINGTON CO REG MED CTR,GA,SE,1,R,2,STH,161006,7188048,2644751,2665484,10221897,46403079,56624976,9206390,55676759,-1276189,1157571,4127331
140122,ADVENTIST HINSDALE HOSPITAL,IL,MW,4,U,1,STH,1690393,8092695,3920602,14313797,407265835,702172123,1109437958,406560090,706436574,32758079,14099909,95638456
180013,THE MEDICAL CENTER,KY,SE,1,U,1,STH,2245595,16785242,7708850,8571177,554437852,503578697,1058016549,571518856,507162479,42299641,62018547,245066401
190039,WEST JEFFERSON MEDICAL CENTER,LA,SE,1,U,1,STH,1727031,7144596,5271435,5271435,564030953,742560838,1306591791,574398893,843419792,-13421513,28671627,256465226
190050,BEAUREGARD MEMORIAL HOSPITAL  INC.,LA,SE,1,R,2,STH,223446,4361009,1187588,2019076,52735489,124566252,177301741,48894941,128429937,809261,13385440,67909206
190145,LASALLE GENERAL HOSPITAL  INC.,LA,SE,1,R,2,STH,7066,2504884,990396,990396,21713892,29484669,51198561,22132757,29185641,-964547,5990394,10513135
241377,ST. FRANCIS MEDICAL CENTER,MN,MW,4,R,2,CAH,582969,1171188,1386113,1386113,15932805,24482567,40415372,16637140,27784143,1613557,6003030,8636305
250009,MAGNOLIA HOSPITAL,MS,SE,1,R,2,STH,4874049,27143249,10226424,10226424,342217534,380233590,722451124,357800240,456508613,-5237027,21380284,71366119
250050,OKTIBBEHA COUNTY HOSPITAL,MS,SE,1,R,2,STH,531272,11076770,4009101,4009101,46086622,131660134,177746756,46134486,158479491,-894192,9742274,30833419
270049,ST VINCENT HEALTHCARE,MT,W,5,U,1,STH,2547423,11958089,6577151,6577151,604370828,555176657,1159547485,612003840,688142865,81651773,31040435,165930280
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,NE,3,U,1,STH,37151028,75433687,57382725,83290645,3486600233,2486371986,5972972219,3530425120,2621022258,226028458,164219018,907752016
